Auction ID,Auction Title,Fund,Auction Fee Total
88758,2 Chairs,General Fund,$0.92 
88759,2 Calculators,General Fund,$1.84 
88760,Office Supplies,General Fund,$2.23 
88761,4 Chairs,Enterprise,$7.59 
88762,4 Chairs,Enterprise,$8.05 
88763,"Nautilus" Stairmaster Exercise Bike,General Fund,$36.80 
88764,2 Large Metal Racks,General Fund,$6.10 
88765,"Strand Lighting" Control Board,General Fund,$10.81 
88766,"Spirit" Power Station,General Fund,$20.70 
88767,"Sharp" LCD Projector,General Fund,$12.17 
88769,Audio/Video Equipment,General Fund,$11.96 
88770,Audio/Video Equipment,General Fund,$19.09 
88771,Audio/Video Equipment,General Fund,$9.75 
88772,Audio/Video Equipment,General Fund,$9.09 
88773,1998 Ford Explorer,Enterprise,$258.98 
88774,2000 Jaguar S-Type,Enterprise,$414.00 
88775,1997 Mercedes E420,Enterprise,$173.65 
88776,1970 Oldsmobile Cutlass,Enterprise,|$3,000.00 |
88777,Cisco Systems AS5350,General Fund,$52.67 
88778,"Pier 1 Imports" Vanity,General Fund,$28.75 
88779,Cirok Boyz Flask,General Fund,$6.56 
88780,TOA Amplifier,General Fund,$1.50 
88781,Weight Bench w/ Bar,General Fund,$11.50 
88782,"Johnson" Band Saw,Enterprise,$41.40 
88784,Cisco Systems 2800,General Fund,$6.21 
88785,Cisco Systems Catalyst 3550,General Fund,$1.38 
88786,2004 Chevrolet Impala,Enterprise,$425.73 
88787,2004 Chevrolet Impala,Enterprise,$187.47 
88788,Cisco System Catalyst 3550,General Fund,$2.99 
88789,Metal Stool,General Fund,$9.20 
88790,Metal Stool,General Fund,$6.56 
88791,Metal Stool,General Fund,$7.54 
88792,Metal Stool,General Fund,$8.68 
88793,2 GM Transmissions,Enterprise,$23.00 
88794,Auto Parts,Enterprise,$14.72 
88795,Dodge 2.7 Liter Engine & Transmission,Enterprise,$16.79 
88796,GM 3.9 Liter Engine,Enterprise,$47.15 
88797,GM Transmission,Enterprise,$10.58 
88798,15 "Imation" CD-RW Packages,General Fund,$9.66 
88799,Hon File Cabinet,Enterprise,$4.83 
88800,2 Amrel Laptops,Enterprise,$1.50 
88802,Dell Server,Enterprise,$39.10 
88803,Dell 17" Flat Screen Monitor,Enterprise,$0.46 
88804,Dell 19" Flat Screen Monitor,Enterprise,$5.95 
88805,2 Dell Flat Screen Monitors,Enterprise,$1.36 
88806,Daewood 27" TV,Enterprise,$0.23 
88807,HP Computer,Enterprise,$7.36 
88808,Dell Computer,General Fund,$7.82 
88809,Milwaukee Power Tool Set,Enterprise,$19.14 
88810,Makita Tool Set,Enterprise,$16.79 
88811,Razor Kids Electric Scooter,General Fund,$22.77 
88812,Shimano 18-Speed Bicycle,General Fund,$6.90 
88813,Giant 24-Speed Bicycle,General Fund,$13.80 
88814,Rockhopper 21-Speed Bicycle,General Fund,$24.99 
88815,Magma 18-Speed Bicycle,General Fund,$10.81 
88816,2 Bicycles,General Fund,$4.83 
88817,Sharp 70" LED Flat Screen Television,Enterprise,$244.95 
88818,L.G. 50" Plasma Flatscreen Television,Enterprise,$80.73 
88819,Couch & Ottoman,Enterprise,$99.36 
88820,Bench Craft Reclining Couch,Enterprise,$111.55 
88821,Ashley Furniture Table,Enterprise,$32.43 
88822,Apple MacBook,Enterprise,$23.69 
88823,Apple 16 GB iPad 2,Enterprise,$25.53 
88824,Black & Decker 20 Volt Cordless Drill,Enterprise,$10.93 
88825,Lights Out Camera,Enterprise,$11.04 
88826,Sony Bravia 46" LCD Flat Screen TV,Enterprise,$78.20 
88827,L.G. Refrigerator,Enterprise,$454.25 
88828,Whirlpool Washer,Enterprise,$211.60 
88829,Whirlpool Dryer,Enterprise,$141.45 
88830,XBox 360 Game Console,Enterprise,$16.79 
88831,6 Dell Flat Screen Monitors,General Fund,$0.69 
88840,Cisco Systems Equipment,General Fund,$33.58 
88841,Fujitsu Laptop w/Bag,General Fund,$0.69 
88842,CPU Table,General Fund,$0.23 
88843,Book Cart,General Fund,$7.36 
88844,Book Cart,General Fund,$7.13 
88845,Book Cart,General Fund,$8.05 
88846,Book Cart,General Fund,$8.05 
88847,Table,General Fund,$2.53 
88849,Table,General Fund,$3.68 
88850,2 Chairs,General Fund,$2.76 
88851,2 Chairs,General Fund,$2.76 
88852,2 Chairs,General Fund,$6.44 
88853,Men's Diamond Watch,Enterprise,|$1,230.50 |
88854,Computer Table,Enterprise,$14.26 
88855,Scaffold,Enterprise,$17.02 
88856,JOBOX Tool Box,Enterprise,$33.35 
88857,Dell Laptop,General Fund,$1.15 
88858,TOA Amplifier,General Fund,$8.10 
88859,Chair,General Fund,$4.14 
88860,Printer,General Fund,$1.50 
88861,Steelcase Portable Lamp,General Fund,$1.38 
88862,Royal Sovereign Bill Counter,Enterprise,$35.88 
88863,Royal Sovereign Bill Counter,Enterprise,$33.35 
88864,Playstation 4,Enterprise,$85.56 
88865,8GB Apple iPhone 4,Enterprise,$15.64 
88867,Food Saver Bag Sealer,Enterprise,$19.09 
88868,XBox One Console,Enterprise,$70.38 
88869,2 PS4 Controllers,Enterprise,$18.40 
88870,L.G. Microwave,Enterprise,$33.35 
88871,Table and Chairs,General Fund,$7.82 
88872,4 Tables,General Fund,$1.15 
88873,Cart,General Fund,$6.67 
88875,Table and Chairs,General Fund,$7.82 
88876,Chair,General Fund,$5.26 
88877,Chair,General Fund,$3.06 
88878,Table and Chair,General Fund,$0.92 
88879,50 Blank CD's,General Fund,$3.19 
88881,Calculator,General Fund,$2.99 
88882,Calculator,General Fund,$3.57 
88883,Step Stool,General Fund,$3.91 
88884,Printer,General Fund,$73.60 
88885,Table,General Fund,$12.19 
88886,4 Locker Units,General Fund,$51.75 
88887,Printer,Enterprise,$9.66 
88888,Printer,General Fund,$23.23 
88889,Printer,General Fund,$1.38 
88890,Power Washer,General Fund,$24.31 
88891,Power Washer,General Fund,$31.05 
88892,Bicycle,General Fund,$10.12 
88893,Bicycle,General Fund,$3.91 
88894,Riding Mower,General Fund,$63.25 
88895,Bicycle,General Fund,$3.45 
88896,Bicycle,General Fund,$6.90 
88897,Bicycle,General Fund,$9.66 
88898,Bicycle,General Fund,$6.67 
88899,Bicycle,General Fund,$1.84 
88900,Bicycle,General Fund,$7.36 
88901,Bicycle,General Fund,$14.26 
88902,Trimmer,General Fund,$1.61 
88903,Trimmer,General Fund,$18.63 
88904,Yard Equipment,General Fund,$6.21 
88905,Bicycle,General Fund,$11.96 
88906,Dell Computer,General Fund,$10.93 
88907,Dell Computer,General Fund,$10.93 
88908,Dell Computer,General Fund,$0.92 
88909,Dell Computer,General Fund,$7.36 
88910,Dell Computer,General Fund,$9.66 
88911,Dell 19" Flat Screen Monitor,General Fund,$4.43 
88912,Dell 19" Flat Screen Monitor,General Fund,$4.37 
88913,Dell 19" Flat Screen Monitor,General Fund,$3.68 
88914,Dell 19" Flat Screen Monitor,General Fund,$3.68 
88915,Dell 19" Flat Screen Monitor,General Fund,$3.27 
88916,Dell 19" Flat Screen Monitor,General Fund,$3.68 
88917,Dell 19" Flat Screen Monitor,General Fund,$3.68 
88918,Dell 19" Flat Screen Monitor,General Fund,$3.68 
88919,Dell 17" Flat Screen Monitor,General Fund,$0.46 
88920,Dell 17" Flat Screen Monitor,General Fund,$0.23 
88921,CPU Desk,Enterprise,$2.53 
88923,Credenza,Enterprise,$17.94 
88925,Chair,General Fund,$0.23 
88927,6 Chairs,General Fund,$1.38 
88928,Back Flow,General Fund,$42.55 
88929,Meter Housings,Enterprise,$621.00 
88930,Meter Housings,Enterprise,$465.75 
88931,Meter Housings,Enterprise,$726.92 
88933,2009 Chevrolet Impala,Enterprise,$534.75 
88934,2004 Buick LeSabre,Enterprise,$469.89 
88935,1999 Ford Crown Victoria,Enterprise,$465.75 
88936,2004 Chevrolet Impala,Enterprise,$419.75 
88937,2009 Chevrolet Impala,Enterprise,$575.00 
88938,2007 Chevrolet Avalanche,Enterprise,|$3,000.00 |
88939,2002 GMC Yukon,Enterprise,|$1,155.75 |
88940,2012 Chevrolet Impala,Enterprise,|$1,725.00 |
88941,2 Artificial Plants,General Fund,$4.83 
88942,Radio Equipment,Enterprise,$100.05 
88943,Satellite Phone,Enterprise,$35.88 
88944,Satellite Phone,Enterprise,$46.00 
88945,Radio Parts,Enterprise,$30.36 
88946,Radios & Equipment,Enterprise,$187.91 
88947,15 Computers,General Fund,$24.50 
88948,3 TV's & 1 VCR,Enterprise,$3.68 
88949,Leg Press,General Fund,$7.36 
88950,Weight Rack,General Fund,$7.36 
88951,Audio Equipment,General Fund,$47.15 
88952,14 Dell PC/Monitor Combos,Enterprise,$11.96 
88953,11 Flat Screen Monitors,Enterprise,$5.29 
88954,HP Laser Jet 2100 TN,Enterprise,$1.73 
88955,Sanitaire Vacuum Cleaner,Enterprise,$3.68 
88956,Dell Power Edge 4400,Enterprise,$1.50 
88957,Armor Cache System Safe,Enterprise,$36.80 
88958,Dell 19" Flat Screen Monitor,General Fund,$4.83 
88959,Cisco Systems RPS,General Fund,$0.69 
88960,Cisco Systems RPS,General Fund,$1.27 
88961,Cisco Systems 3800,General Fund,$1.38 
88962,Cisco Systems 3800,General Fund,$0.69 
88963,Cisco Systems Catalyst 3550,General Fund,$1.84 
88964,Cisco Systems Catalyst 3550,General Fund,$2.76 
88965,Cisco Systems Catalyst 3550,General Fund,$2.76 
88966,Cisco Systems Catalyst 3550,General Fund,$1.84 
88970,Prep Table,Enterprise,$16.56 
88971,Prep Table,Enterprise,$28.75 
88972,Southbend Steamer,Enterprise,$4.83 
88973,File Cabinet,Enterprise,$2.53 
88974,Cabinet,Enterprise,$0.23 
88975,Hospital Bed,Enterprise,$33.81 
88976,Hospital Bed,Enterprise,$20.24 
88977,Wig Dryer,Enterprise,$5.98 
88978,Storage Cabinet,Enterprise,$8.51 
88979,Men's Diamond Watch,Enterprise,|$1,426.00 |
88980,Credit Card Machine,General Fund,$4.83 
88981,Dell 2335dn Multi Function Printer,General Fund,$14.26 
88982,HP Laser Jet 4650 Printer,General Fund,$5.09 
88983,Height Board,General Fund,$2.07 
88984,Scales,General Fund,$6.21 
88986,Folders,General Fund,$2.30 
88987,Folders,General Fund,$4.37 
88988,Table Rack,General Fund,$14.03 
88989,2 Carts,General Fund,$8.97 
88990,2 Carts,General Fund,$6.21 
88991,2 Carts,General Fund,$6.21 
88992,4 Chairs,General Fund,$2.53 
88993,Wood Panels,General Fund,$35.70 
88994,Table,General Fund,$6.21 
88995,Cabinet,General Fund,$13.57 
88996,Table,General Fund,$3.73 
88997,Table,General Fund,$1.96 
88998,Table,General Fund,$1.89 
88999,Book Case,General Fund,$15.64 
89000,Pedicure Stool,Enterprise,$3.45 
89002,Pedicure Stool,Enterprise,$6.21 
89003,Pedicure Stool,Enterprise,$0.69 
89004,Whirlpool Pedicure Spa,Enterprise,$26.59 
89006,Food Conveyor System,Enterprise,$2.07 
89007,Serving Line Piece,Enterprise,$14.26 
89008,Serving Line Piece,Enterprise,$17.94 
89009,Serving Line,Enterprise,$12.42 
89010,Serving Line,Enterprise,$4.14 
89011,Whirlpool Bath,Enterprise,$46.00 
89012,Food Warmer,Enterprise,$60.00 
89013,Honeywell Fan,General Fund,$2.76 
89014,Cart,Enterprise,$5.12 
89015,Dell Computer,General Fund,$11.73 
89016,Dell Computer,General Fund,$11.27 
89017,Dell Computer,General Fund,$11.73 
89018,Dell Laptop,General Fund,$11.27 
89020,Dell Laptop,General Fund,$27.60 
89021,Dell Laptop,General Fund,$23.69 
89022,Dell Laptop,General Fund,$18.75 
89023,Dell Computer,General Fund,$10.81 
89024,Dell Computer,General Fund,$10.81 
89025,Dell Computer,General Fund,$10.81 
89026,Dell Computer,General Fund,$10.81 
89027,Dell Computer,General Fund,$10.81 
89028,Toner Cartridges,General Fund,$131.79 
89029,Law Books,General Fund,$0.46 
89030,Office Supplies,General Fund,$6.90 
89031,Dell Monitor,General Fund,$3.68 
89032,Dell Monitor,General Fund,$4.83 
89033,Printer,General Fund,$13.11 
89034,Printer,General Fund,$6.21 
89035,2003 Chevrolet Malibu,Enterprise,$397.44 
89036,1999 Dodge 3500 Van,Enterprise,$939.55 
89037,Printer,General Fund,$18.63 
89038,Printer,General Fund,$17.02 
89039,Printer,General Fund,$7.36 
89040,2004 Chevrolet Impala,Enterprise,$65.55 
89041,Refrigerator,General Fund,$1.38 
89042,Phones,General Fund,$85.56 
89043,Phones,General Fund,$105.80 
89044,Security Console,General Fund,$5.29 
89045,2003 Chevrolet Malibu,Enterprise,$401.35 
89046,10 Tables,General Fund,$51.29 
89048,Chair,General Fund,$0.23 
89049,2003 GMC Savana,Enterprise,|$2,070.00 |
89050,Chair,General Fund,$0.23 
89051,2 Chairs,General Fund,$0.46 
89052,Binders,Enterprise,$3.68 
89053,1984 Chevrolet Monte Carlo,Enterprise,$930.35 
89054,2009 Kawasaki Ninja ZX1000E9,Enterprise,|$1,207.50 |
89055,Phones,General Fund,$12.54 
89056,Phones,General Fund,$287.50 
89057,Phones,General Fund,$173.65 
89058,Desk,General Fund,$18.86 
89059,Table,Enterprise,$1.38 
89060,Calculator,General Fund,$1.27 
89061,Calculator,General Fund,$0.46 
89062,7 Toner Cartridges,General Fund,$15.64 
89063,4 Toner Cartridges,General Fund,$10.12 
89064,24 Toner Cartridges,General Fund,$3.45 
89065,2 Image Drums,General Fund,$2.02 
89066,10 Chairs,General Fund,$17.48 
89067,10 Chairs,General Fund,$19.55 
89068,10 Chairs,General Fund,$19.55 
89069,9 Chairs,General Fund,$14.26 
89070,5 Batteries/Chargers,General Fund,$25.53 
89071,10 Batteries/Chargers,General Fund,$59.57 
89072,Batteries/Chargers,General Fund,$52.44 
89073,4 55-Gallon Drums,General Fund,$9.20 
89074,HP Color Laser Jet 8550N,General Fund,$9.66 
89075,Office Chair,Enterprise,$2.07 
89076,Office Chair,Enterprise,$2.53 
89077,Office Chair,Enterprise,$1.84 
89078,Office Chair,Enterprise,$2.32 
89079,Office Chair,Enterprise,$1.84 
89080,Bulletin Board,Enterprise,$0.92 
89081,Bulletin Board,General Fund,$1.15 
89082,Quartet Bulletin Board,General Fund,$1.38 
89083,Quartet Bulletin Board,General Fund,$0.23 
89084,Bulletin Board,General Fund,$0.92 
89085,Winco Privacy Screen,General Fund,$5.06 
89086,5 Light Bars,General Fund,$5.18 
89087,HP Laser Jet 4200tn,General Fund,$8.51 
89088,Muratec F-250 Copy/Fax/Scanner,General Fund,$0.81 
89089,2 Chairs,General Fund,$1.61 
89090,2 Chairs,General Fund,$1.61 
89091,Bulletin Board,General Fund,$0.92 
89092,Bulletin Board,General Fund,$1.15 
89093,Stool,General Fund,$8.65 
89094,20 Racks,General Fund,$77.45 
89095,2 Cabinets,General Fund,$1.38 
89096,Carpet,General Fund,$234.83 
89097,Carpet,General Fund,$240.58 
89098,Carpet,General Fund,$127.65 
89099,Shelves,General Fund,$15.41 
89100,Office Electronics,General Fund,$14.26 
89101,10 Toner Cartridges,General Fund,$44.39 
89102,10 Toner Cartridges,General Fund,$39.33 
89103,10 Toner Cartridges,General Fund,$36.80 
89106,Dell 19" Monitor,General Fund,$3.89 
89109,4 Chairs,Enterprise,$4.72 
89110,4 Chairs,Enterprise,$2.53 
89111,4 Chairs,Enterprise,$4.60 
89112,Plans Hanger,Enterprise,$9.89 
89113,2-Seat Chair,Enterprise,$3.11 
89114,Myrtle Desk,Enterprise,$5.75 
89115,Myrtle Desk,Enterprise,$10.81 
89116,Desk,Enterprise,$6.21 
89117,Table,Enterprise,$4.83 
89118,2 Chairs,Enterprise,$5.52 
89119,2 Chairs,Enterprise,$5.75 
89120,2 Chairs,Enterprise,$2.30 
89121,2 Chairs,Enterprise,$2.60 
89122,2 Chairs,Enterprise,$4.83 
89123,Office Chair,Enterprise,$3.36 
89124,Office Chair,Enterprise,$0.69 
89125,Bar Stool,Enterprise,$2.67 
89126,Sofa,Enterprise,$2.53 
89127,Sofa,Enterprise,$2.76 
89128,Milk Box,Enterprise,$23.69 
89129,Milk Box,Enterprise,$11.96 
89130,Milk Box,Enterprise,$2.07 
89131,Milk Box,Enterprise,$1.61 
89132,Milk Box,Enterprise,$3.45 
89133,Cooler,Enterprise,$9.66 
89134,Serving Line,Enterprise,$5.75 
89135,Serving Line,Enterprise,$6.21 
89136,Warmer,Enterprise,$4.83 
89137,Warmer,Enterprise,$4.83 
89138,Table Top Salad Bar,Enterprise,$2.30 
89139,Table Top Salad Bar,Enterprise,$2.53 
89140,Table Top Salad Bar,Enterprise,$3.68 
89141,Storage Bin,Enterprise,$7.36 
89142,Cheese Warmer,Enterprise,$9.66 
89143,5 Cafeteria Tables,Enterprise,$11.22 
89144,5 Cafeteria Tables,Enterprise,$8.28 
89145,2 Cafeteria Tables,Enterprise,$7.75 
89146,Table,Enterprise,$1.38 
89147,2 Tables,Enterprise,$3.45 
89148,2005 Chrysler 300,Enterprise,$373.75 
89149,Radios & Assorted Equipment,Enterprise,$43.70 
89151,L.G. Dishwasher,Enterprise,$140.30 
89152,L.G. Stove,Enterprise,$127.88 
89153,Apple iPod Touch 16 GB,Enterprise,$23.69 
89155,2000 Chevrolet Impala,Enterprise,$233.45 
89156,2000 Hurst Tandem Trailer,Enterprise,$586.73 
89157,2000 Hurst Tandem Trailer,Enterprise,$465.75 
89158,5 Cafeteria Tables,Enterprise,$4.72 
89159,5 Cafeteria Tables,Enterprise,$3.68 
89160,5 Cafeteria Tables,Enterprise,$3.68 
89161,5 Cafeteria Tables,Enterprise,$3.68 
89162,5 Cafeteria Tables,Enterprise,$2.53 
89163,5 Cafeteria Tables,Enterprise,$3.45 
89164,5 Cafeteria Tables,Enterprise,$3.45 
89165,5 Cafeteria Tables,Enterprise,$3.68 
89166,Cafeteria Table,Enterprise,$2.69 
89167,Cafeteria Table,Enterprise,$3.68 
89169,Spectrum Laptop Cart,Enterprise,$6.93 
89170,Laptop Cart,Enterprise,$3.68 
89171,Laptop Cart,Enterprise,$2.53 
89172,Laptop Cart,Enterprise,$2.42 
89173,Laptop Cart,Enterprise,$1.50 
89175,Laptop Cart,Enterprise,$2.53 
89176,Laptop Cart,Enterprise,$11.99 
89178,Sony 65" LCD Flat Screen TV,Enterprise,$184.00 
89179,North Star 80-Gallon Air Compressor,Enterprise,$221.95 
89180,Snap-On Tool Box,Enterprise,$213.90 
89181,Napa Tool Box w/Assorted Tools,Enterprise,$16.79 
89182,Pittsburgh Automotive 3-Ton Floor Jack,Enterprise,$25.33 
89183,Castrol Motor Oil,Enterprise,$5.31 
89184,Red Line Race Oil,Enterprise,$4.37 
89185,Eneos Premium Motor Oil,Enterprise,$7.39 
89187,Millers Oils Motor Oil,Enterprise,$2.99 
89188,14Kt Yellow Gold Necklace with Diamond Angel Pendant,Enterprise,$166.75 
89189,Ams Oil Racing Oil,Enterprise,$15.89 
89191,Royal Purple Break-In Oil,Enterprise,$2.53 
89192,Craftsman Digital Torque Wrench,Enterprise,$16.79 
89193,Craftsman Metric Tap & Die Set,Enterprise,$18.58 
89194,Chicago Pneumatic Orbital Sander,Enterprise,$17.94 
89195,OTC Vacuum Pressure Gauge Kit,Enterprise,$6.90 
89196,Amprobe Temperature Gauge,Enterprise,$23.69 
89197,Dell 17" Flat Screen Monitor,General Fund,$6.90 
89198,Table,General Fund,$1.38 
89199,DVD Roms & Slots,General Fund,$1.73 
89200,Server,General Fund,$1.50 
89201,Server,General Fund,$3.68 
89202,Server,General Fund,$1.98 
89203,Server,General Fund,$2.19 
89204,Power Vault Server,General Fund,$5.75 
89205,Power Vault Server,General Fund,$2.19 
89206,Screen Covers,General Fund,$3.57 
89207,Internet Advisor,General Fund,$6.21 
89208,Pocket Printers,General Fund,$7.36 
89209,Pocket Printers,General Fund,$8.05 
89210,PC Accessories,General Fund,$2.19 
89211,Monitor,General Fund,$59.34 
89212,Dell Computer,General Fund,$12.42 
89213,Dell Computer,General Fund,$11.96 
89214,Dell Computer,General Fund,$11.39 
89215,Dell Computer,General Fund,$11.39 
89217,Dell Laptop,General Fund,$4.60 
89218,Dell Laptop,General Fund,$8.51 
89219,7 PS3 Games,Enterprise,$10.81 
89220,10 XBox 360 Games,Enterprise,$10.15 
89221,10 XBox 360 Games,Enterprise,$6.21 
89222,11 XBox 360 Games,Enterprise,$9.43 
89223,12 XBox 360 Games,Enterprise,$6.90 
89224,2008 Honda Civic,Enterprise,|$1,564.00 |
89225,2002 Dodge 1500,Enterprise,|$1,023.86 |
89226,2009 Cadillac Escalade,Enterprise,|$3,000.00 |
89227,2000 Hurst Tandem Trailer,Enterprise,$523.25 
89228,XBox One Game,Enterprise,$6.21 
89229,1990 Wil-Ro Tandem Trailer,Enterprise,$385.48 
89230,XBox One Game,Enterprise,$1.38 
89231,2000 Hurst Tandem Trailer,Enterprise,$598.00 
89232,XBox One Game,Enterprise,$2.53 
89233,2009 Harley Davidson Electra Glide,Enterprise,|$1,040.75 |
89234,XBox One Game,Enterprise,$4.83 
89235,XBox One Game,Enterprise,$0.23 
89236,2013 Kawasaki Ninja ZX10R,Enterprise,|$2,426.50 |
89237,2012 Can Am DS90,Enterprise,$379.50 
89238,XBox One Game,Enterprise,$2.53 
89239,XBox One Game,Enterprise,$2.53 
89240,Nike Bag,Enterprise,$2.76 
89241,NAPA Fusion 360 Work Light,Enterprise,$14.95 
89242,Autel MaxiDiag Elite,Enterprise,$26.48 
89244,Bussmann Fuses & Tester,Enterprise,$1.15 
89245,Metric O-Ring Set,Enterprise,$0.77 
89246,Craftsman 40-Piece Master Thread Restarter Kit,Enterprise,$11.73 
89247,Craftsman Digital Torque Wrench,Enterprise,$15.64 
89248,Fryer,Enterprise,$12.88 
89249,Fryer,Enterprise,$9.43 
89250,Fryer,Enterprise,$37.95 
89251,Fryer,Enterprise,$23.69 
89252,Fryer,Enterprise,$35.65 
89253,Fryer,Enterprise,$7.36 
89254,Fryer,Enterprise,$11.96 
89255,Fryer,Enterprise,$13.11 
89256,Fryer,Enterprise,$16.79 
89257,3 Casio Keyboards,Enterprise,$8.97 
89258,3 Casio Keyboards,Enterprise,$6.21 
89259,7 Casio Keyboards,Enterprise,$14.26 
89260,3 Casio Keyboards,Enterprise,$14.26 
89261,3 Casio Keyboards,Enterprise,$19.09 
89262,5 Stylist Chairs,Enterprise,$42.32 
89263,5 Stylist Chairs,Enterprise,$16.79 
89264,Cabinet,Enterprise,$10.81 
89265,Cabinet,Enterprise,$6.93 
89268,Desk,General Fund,$1.38 
89269,Desk,Enterprise,$1.38 
89270,HP Laser Jet,General Fund,$7.36 
89272,Brother Fax Machine,General Fund,$1.61 
89273,Wood Shelving,General Fund,$9.66 
89274,Book Case,General Fund,$4.60 
89275,Desk,General Fund,$0.23 
89276,Nortel Telephones,General Fund,$74.06 
89277,Nortel Telephones,General Fund,$13.11 
89278,Cole Book Case,Enterprise,$6.34 
89279,Book Case,Enterprise,$2.53 
89280,Book Case,Enterprise,$6.34 
89281,Desk w/Return,Enterprise,$3.75 
89282,Desk,Enterprise,$12.31 
89283,Desk,Enterprise,$1.15 
89284,Meter Housings,Enterprise,$460.00 
89285,Meter Housings,Enterprise,$454.25 
89286,Meter Housings,Enterprise,$465.75 
89287,Meter Housings,Enterprise,$385.25 
89288,Dell 20" Flat Screen Monitor,General Fund,$5.29 
89289,Dell 19" Flat Screen Monitor,General Fund,$5.29 
89290,Dell 19" Flat Screen Monitor,General Fund,$4.60 
89291,Dell 19" Flat Screen Monitor,General Fund,$4.83 
89292,Dell Computer,General Fund,$7.13 
89293,2000 Kawasaki Wheel Loader,Enterprise,|$3,000.00 |
89294,2004 Freightliner FL70,Enterprise,$264.73 
89295,1989 Ford F-700,Enterprise,$718.75 
89296,2007 International Ambulance,Enterprise,$902.75 
89297,2000 Kawasaki Wheel Loader,Enterprise,|$3,000.00 |
89298,2000 Artic 60' Articulated Bus,Enterprise,$592.48 
89299,2000 Artic 60' Articulated Bus,Enterprise,$511.75 
89300,2000 Artic 60' Articulated Bus,Enterprise,$511.75 
89301,Classen Aerator,Enterprise,$649.75 
89302,Sectional Sofa w/Ottoman,Enterprise,$208.15 
89303,Sharp 60" LCD Flat Screen TV,Enterprise,$121.90 
89304,JVC CD Receiver,Enterprise,$16.10 
89305,Junior Dragster,Enterprise,$519.80 
89306,Queen Size Bedroom Set,Enterprise,$193.69 
89311,Memphis Car Audio 5.25" Coaxial Speakers,Enterprise,$7.13 
89312,Memphis Car Audio 5.25" Coaxial Speakers,Enterprise,$6.90 
89313,DeWalt 4.5 Gallon Air Compressor,Enterprise,$50.40 
89314,1 Lot Of 350 Student Desks,Enterprise,$2.53 
89315,1 Lot Of 250 Chairs,Enterprise,$24.61 
89316,1 Lot of 300 Chairs,Enterprise,$34.50 
89317,Southbend Double Oven,Enterprise,$32.10 
89318,Southbend Fryer,Enterprise,$36.80 
89319,Southbend Fryer,Enterprise,$26.57 
89320,Southbend Fryer,Enterprise,$35.88 
89321,Southbend Fryer,Enterprise,$47.15 
89322,Piano,Enterprise,$2.99 
89323,Whitney Piano,Enterprise,$10.95 
89324,Baldwin Piano,Enterprise,$10.49 
89325,Baldwin Piano,Enterprise,$13.80 
89326,Just Rite Flammable Liquid Storage Cabinet,Enterprise,$38.31 
89327,Arcan XL Floor Jack,Enterprise,$23.69 
89328,1 Lot of 2 Torin Big Red Jack Stands,Enterprise,$10.35 
89329,1 Lot of 2 Autocraft 2 Ton Jack Stands,Enterprise,$7.13 
89330,1 Lot of 4 Auto Craft 2 Ton Jack Stands,Enterprise,$8.74 
89331,1 Lot of 2 Evercraft 3 Ton Jack Stands,Enterprise,$7.36 
89332,"Koyorad" Radiator,Enterprise,$11.50 
89333,Intake & Air Filter,Enterprise,$6.21 
89334,Magnetic Bases & Gauges,Enterprise,$11.73 
89335,ZipTies,Enterprise,$1.84 
89336,1 Lot of 3 Pry Bars,Enterprise,$3.34 
89337,1 Lot of 3 Crescent Wrenches,Enterprise,$3.68 
89338,1 Lot Of 7 Chisels,Enterprise,$9.66 
89339,1 Lot Of 42 Miscellaneous Pliers,Enterprise,$25.99 
89340,1 Lot Of 3 Tape Measures,Enterprise,$0.69 
89341,1 Lot of 14 Husky T Handle Hex Wrenches,Enterprise,$4.60 
89342,1 Lot of 51 GearWrench" Wrenches,Enterprise,$20.36 
89343,1 Lot of 44 Allen Wrenches,Enterprise,$1.38 
89344,1 Lot Of 4 Soldering Irons,Enterprise,$7.59 
89345,1 Lot Of 2 Angle Finders,Enterprise,$7.82 
89346,1 Lot of 4 Snips,Enterprise,$7.59 
89347,Southbend Steamer,Enterprise,$5.75 
89348,Southbend 2-Burner Range,Enterprise,$13.11 
89349,Hobart 20qt. Mixer,Enterprise,$71.73 
89350,Secco Portable Sink,Enterprise,$9.66 
89351,Storage Bin,Enterprise,$1.38 
89352,Color Point Portable Dispenser,Enterprise,$2.30 
89353,Palmer Hamilton Cafeteria Table,Enterprise,$6.21 
89354,Cafeteria Table,Enterprise,$4.83 
89355,Paper Cutter,Enterprise,$2.65 
89356,National Paper Cutter,Enterprise,$2.07 
89357,Premier Paper Cutter,Enterprise,$6.21 
89358,Shampoo Bowl Cabinet,Enterprise,$0.23 
89359,Shampoo Bowl Cabinet,Enterprise,$0.23 
89360,Dell 19" Monitor,General Fund,$4.11 
89361,Cisco Systems 2800,General Fund,$2.53 
89362,Dell Laptop w/Bag,General Fund,$4.60 
89363,Office Supplies,General Fund,$0.23 
89364,South Bend Fryer,Enterprise,$35.65 
89365,South Bend Kettle,Enterprise,$59.34 
89366,Cambro Salad Bar,Enterprise,$4.88 
89367,South Bend Fryer,Enterprise,$38.18 
89368,South Bend Fryer,Enterprise,$37.16 
89369,Datamation Laptop Cart,Enterprise,$4.26 
89370,Datamation Laptop Cart,Enterprise,$3.81 
89371,Datamation Laptop Cart,Enterprise,$3.80 
